Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Data_Clean,Year,Month,Month_Name,Quarter,Week_Number,Holiday_Status
1,9/7/2010,1546074.0,0,80.48,2.642,211.1084,7.787,2010-07-09,2010,7,July,Q3,27,Non-Holiday
1,16-07-2010,1448939.0,0,83.15,2.623,211.1004,7.787,2010-07-16,2010,7,July,Q3,28,Non-Holiday
1,23-07-2010,1385065.0,0,83.36,2.608,211.2351,7.787,2010-07-23,2010,7,July,Q3,29,Non-Holiday
1,30-07-2010,1371987.0,0,81.84,2.64,211.3699,7.787,2010-07-30,2010,7,July,Q3,30,Non-Holiday
1,6/8/2010,1605492.0,0,87.16,2.627,211.5047,7.787,2010-08-06,2010,8,August,Q3,31,Non-Holiday
1,13-08-2010,1508238.0,0,87.0,2.692,211.6394,7.787,2010-08-13,2010,8,August,Q3,32,Non-Holiday
1,20-08-2010,1513080.0,0,86.65,2.664,211.6034,7.787,2010-08-20,2010,8,August,Q3,33,Non-Holiday
1,27-08-2010,1449143.0,0,85.22,2.619,211.5673,7.787,2010-08-27,2010,8,August,Q3,34,Non-Holiday
1,3/9/2010,1540164.0,0,81.21,2.577,211.5312,7.787,2010-09-03,2010,9,September,Q3,35,Non-Holiday
1,10/9/2010,1507461.0,1,78.69,2.565,211.4952,7.787,2010-09-10,2010,9,September,Q3,36,Holiday
1,17-09-2010,1430379.0,0,82.11,2.582,211.5225,7.787,2010-09-17,2010,9,September,Q3,37,Non-Holiday
1,24-09-2010,1351791.0,0,80.94,2.624,211.5972,7.787,2010-09-24,2010,9,September,Q3,38,Non-Holiday
1,1/10/2010,1453330.0,0,71.89,2.603,211.672,7.838,2010-10-01,2010,10,October,Q4,39,Non-Holiday
1,8/10/2010,1508240.0,0,63.93,2.633,211.7468,7.838,2010-10-08,2010,10,October,Q4,40,Non-Holiday
1,15-10-2010,1459409.0,0,67.18,2.72,211.8137,7.838,2010-10-15,2010,10,October,Q4,41,Non-Holiday
1,22-10-2010,1345454.0,0,69.86,2.725,211.8613,7.838,2010-10-22,2010,10,October,Q4,42,Non-Holiday
1,29-10-2010,1384209.0,0,69.64,2.716,211.9088,7.838,2010-10-29,2010,10,October,Q4,43,Non-Holiday
1,5/11/2010,1551659.0,0,58.74,2.689,211.9564,7.838,2010-11-05,2010,11,November,Q4,44,Non-Holiday
1,12/11/2010,1494479.0,0,59.61,2.728,212.0039,7.838,2010-11-12,2010,11,November,Q4,45,Non-Holiday
1,19-11-2010,1483784.0,0,51.41,2.771,211.8897,7.838,2010-11-19,2010,11,November,Q4,46,Non-Holiday
1,26-11-2010,1955624.0,1,64.52,2.735,211.7484,7.838,2010-11-26,2010,11,November,Q4,47,Holiday
1,3/12/2010,1548034.0,0,49.27,2.708,211.6072,7.838,2010-12-03,2010,12,December,Q4,48,Non-Holiday
1,10/12/2010,1682614.0,0,46.33,2.843,211.466,7.838,2010-12-10,2010,12,December,Q4,49,Non-Holiday
1,17-12-2010,1891035.0,0,49.84,2.869,211.4053,7.838,2010-12-17,2010,12,December,Q4,50,Non-Holiday
1,24-12-2010,2387950.0,0,52.33,2.886,211.4051,7.838,2010-12-24,2010,12,December,Q4,51,Non-Holiday
1,31-12-2010,1367320.0,1,48.43,2.943,211.4049,7.838,2010-12-31,2010,12,December,Q4,52,Holiday
1,7/1/2011,1444732.0,0,48.27,2.976,211.4047,7.742,2011-01-07,2011,1,January,Q1,1,Non-Holiday
1,14-01-2011,1391014.0,0,35.4,2.983,211.4574,7.742,2011-01-14,2011,1,January,Q1,2,Non-Holiday
1,21-01-2011,1327405.0,0,44.04,3.016,211.8272,7.742,2011-01-21,2011,1,January,Q1,3,Non-Holiday
1,28-01-2011,1316899.0,0,43.83,3.01,212.1971,7.742,2011-01-28,2011,1,January,Q1,4,Non-Holiday
1,4/2/2011,1606630.0,0,42.27,2.989,212.5669,7.742,2011-02-04,2011,2,February,Q1,5,Non-Holiday
1,11/2/2011,1649615.0,1,36.39,3.022,212.9367,7.742,2011-02-11,2011,2,February,Q1,6,Holiday
1,18-02-2011,1686843.0,0,57.36,3.045,213.2479,7.742,2011-02-18,2011,2,February,Q1,7,Non-Holiday
1,25-02-2011,1456800.0,0,62.9,3.065,213.5356,7.742,2011-02-25,2011,2,February,Q1,8,Non-Holiday
1,4/3/2011,1636263.0,0,59.58,3.288,213.8233,7.742,2011-03-04,2011,3,March,Q1,9,Non-Holiday
1,11/3/2011,1553192.0,0,53.56,3.459,214.1111,7.742,2011-03-11,2011,3,March,Q1,10,Non-Holiday
1,18-03-2011,1576818.0,0,62.76,3.488,214.3627,7.742,2011-03-18,2011,3,March,Q1,11,Non-Holiday
1,25-03-2011,1541102.0,0,69.97,3.473,214.5999,7.742,2011-03-25,2011,3,March,Q1,12,Non-Holiday
1,1/4/2011,1495065.0,0,59.17,3.524,214.8372,7.682,2011-04-01,2011,4,April,Q2,13,Non-Holiday
1,8/4/2011,1614259.0,0,67.84,3.622,215.0744,7.682,2011-04-08,2011,4,April,Q2,14,Non-Holiday
1,15-04-2011,1559889.0,0,71.27,3.743,215.2919,7.682,2011-04-15,2011,4,April,Q2,15,Non-Holiday
1,22-04-2011,1564820.0,0,72.99,3.807,215.4599,7.682,2011-04-22,2011,4,April,Q2,16,Non-Holiday
1,29-04-2011,1455091.0,0,72.03,3.81,215.628,7.682,2011-04-29,2011,4,April,Q2,17,Non-Holiday
1,6/5/2011,1629391.0,0,64.61,3.906,215.796,7.682,2011-05-06,2011,5,May,Q2,18,Non-Holiday
1,13-05-2011,1604776.0,0,75.64,3.899,215.9641,7.682,2011-05-13,2011,5,May,Q2,19,Non-Holiday
1,20-05-2011,1428218.0,0,67.63,3.907,215.7339,7.682,2011-05-20,2011,5,May,Q2,20,Non-Holiday
1,27-05-2011,1466047.0,0,77.72,3.786,215.5038,7.682,2011-05-27,2011,5,May,Q2,21,Non-Holiday
1,3/6/2011,1635078.0,0,83.0,3.699,215.2737,7.682,2011-06-03,2011,6,June,Q2,22,Non-Holiday
1,10/6/2011,1588948.0,0,83.13,3.648,215.0435,7.682,2011-06-10,2011,6,June,Q2,23,Non-Holiday
1,17-06-2011,1532115.0,0,86.41,3.637,214.9981,7.682,2011-06-17,2011,6,June,Q2,24,Non-Holiday
1,24-06-2011,1438830.0,0,83.58,3.594,215.0911,7.682,2011-06-24,2011,6,June,Q2,25,Non-Holiday
1,1/7/2011,1488538.0,0,85.55,3.524,215.1841,7.962,2011-07-01,2011,7,July,Q3,26,Non-Holiday
1,8/7/2011,1534850.0,0,85.83,3.48,215.2772,7.962,2011-07-08,2011,7,July,Q3,27,Non-Holiday
1,15-07-2011,1455120.0,0,88.54,3.575,215.3611,7.962,2011-07-15,2011,7,July,Q3,28,Non-Holiday
1,22-07-2011,1396927.0,0,85.77,3.651,215.4223,7.962,2011-07-22,2011,7,July,Q3,29,Non-Holiday
1,29-07-2011,1352220.0,0,86.83,3.682,215.4834,7.962,2011-07-29,2011,7,July,Q3,30,Non-Holiday
1,5/8/2011,1624384.0,0,91.65,3.684,215.5446,7.962,2011-08-05,2011,8,August,Q3,31,Non-Holiday
1,12/8/2011,1525147.0,0,90.76,3.638,215.6058,7.962,2011-08-12,2011,8,August,Q3,32,Non-Holiday
1,19-08-2011,1530761.0,0,89.94,3.554,215.6693,7.962,2011-08-19,2011,8,August,Q3,33,Non-Holiday
1,26-08-2011,1464693.0,0,87.96,3.523,215.7332,7.962,2011-08-26,2011,8,August,Q3,34,Non-Holiday
1,2/9/2011,1550229.0,0,87.83,3.533,215.7971,7.962,2011-09-02,2011,9,September,Q3,35,Non-Holiday
1,9/9/2011,1540471.0,1,76.0,3.546,215.8611,7.962,2011-09-09,2011,9,September,Q3,36,Holiday
1,16-09-2011,1514260.0,0,79.94,3.526,216.0411,7.962,2011-09-16,2011,9,September,Q3,37,Non-Holiday
1,23-09-2011,1380020.0,0,75.8,3.467,216.3758,7.962,2011-09-23,2011,9,September,Q3,38,Non-Holiday
1,30-09-2011,1394562.0,0,79.69,3.355,216.7106,7.962,2011-09-30,2011,9,September,Q3,39,Non-Holiday
1,7/10/2011,1630990.0,0,69.31,3.285,217.0454,7.866,2011-10-07,2011,10,October,Q4,40,Non-Holiday
1,14-10-2011,1493526.0,0,71.74,3.274,217.3553,7.866,2011-10-14,2011,10,October,Q4,41,Non-Holiday
1,21-10-2011,1502563.0,0,63.71,3.353,217.516,7.866,2011-10-21,2011,10,October,Q4,42,Non-Holiday
1,28-10-2011,1445249.0,0,66.57,3.372,217.6767,7.866,2011-10-28,2011,10,October,Q4,43,Non-Holiday
1,4/11/2011,1697230.0,0,54.98,3.332,217.8374,7.866,2011-11-04,2011,11,November,Q4,44,Non-Holiday
1,11/11/2011,1594939.0,0,59.11,3.297,217.9981,7.866,2011-11-11,2011,11,November,Q4,45,Non-Holiday
1,18-11-2011,1539484.0,0,62.25,3.308,218.2205,7.866,2011-11-18,2011,11,November,Q4,46,Non-Holiday
1,25-11-2011,2033321.0,1,60.14,3.236,218.4676,7.866,2011-11-25,2011,11,November,Q4,47,Holiday
1,2/12/2011,1584084.0,0,48.91,3.172,218.7147,7.866,2011-12-02,2011,12,December,Q4,48,Non-Holiday
1,9/12/2011,1799682.0,0,43.93,3.158,218.9618,7.866,2011-12-09,2011,12,December,Q4,49,Non-Holiday
1,16-12-2011,1881177.0,0,51.63,3.159,219.1795,7.866,2011-12-16,2011,12,December,Q4,50,Non-Holiday
1,23-12-2011,2270189.0,0,47.96,3.112,219.3577,7.866,2011-12-23,2011,12,December,Q4,51,Non-Holiday
1,30-12-2011,1497463.0,1,44.55,3.129,219.536,7.866,2011-12-30,2011,12,December,Q4,52,Holiday
1,6/1/2012,1550370.0,0,49.01,3.157,219.7143,7.348,2012-01-06,2012,1,January,Q1,1,Non-Holiday
1,13-01-2012,1459601.0,0,48.53,3.261,219.8925,7.348,2012-01-13,2012,1,January,Q1,2,Non-Holiday
1,20-01-2012,1394394.0,0,54.11,3.268,219.9857,7.348,2012-01-20,2012,1,January,Q1,3,Non-Holiday
1,27-01-2012,1319326.0,0,54.26,3.29,220.0789,7.348,2012-01-27,2012,1,January,Q1,4,Non-Holiday
1,3/2/2012,1636340.0,0,56.55,3.36,220.172,7.348,2012-02-03,2012,2,February,Q1,5,Non-Holiday
1,10/2/2012,1802477.0,1,48.02,3.409,220.2652,7.348,2012-02-10,2012,2,February,Q1,6,Holiday
1,17-02-2012,1819870.0,0,45.32,3.51,220.4258,7.348,2012-02-17,2012,2,February,Q1,7,Non-Holiday
1,24-02-2012,1539388.0,0,57.25,3.555,220.6369,7.348,2012-02-24,2012,2,February,Q1,8,Non-Holiday
1,2/3/2012,1688421.0,0,60.96,3.63,220.848,7.348,2012-03-02,2012,3,March,Q1,9,Non-Holiday
1,9/3/2012,1675431.0,0,58.76,3.669,221.0592,7.348,2012-03-09,2012,3,March,Q1,10,Non-Holiday
1,16-03-2012,1677473.0,0,64.74,3.734,221.2118,7.348,2012-03-16,2012,3,March,Q1,11,Non-Holiday
1,23-03-2012,1511068.0,0,65.93,3.787,221.2864,7.348,2012-03-23,2012,3,March,Q1,12,Non-Holiday
1,30-03-2012,1649605.0,0,67.61,3.845,221.361,7.348,2012-03-30,2012,3,March,Q1,13,Non-Holiday
1,6/4/2012,1899677.0,0,70.43,3.891,221.4356,7.143,2012-04-06,2012,4,April,Q2,14,Non-Holiday
1,13-04-2012,1621032.0,0,69.07,3.891,221.5102,7.143,2012-04-13,2012,4,April,Q2,15,Non-Holiday
1,20-04-2012,1521578.0,0,66.76,3.877,221.5641,7.143,2012-04-20,2012,4,April,Q2,16,Non-Holiday
1,27-04-2012,1468928.0,0,67.23,3.814,221.6179,7.143,2012-04-27,2012,4,April,Q2,17,Non-Holiday
1,4/5/2012,1684520.0,0,75.55,3.749,221.6718,7.143,2012-05-04,2012,5,May,Q2,18,Non-Holiday
1,11/5/2012,1611096.0,0,73.77,3.688,221.7257,7.143,2012-05-11,2012,5,May,Q2,19,Non-Holiday
1,18-05-2012,1595902.0,0,70.33,3.63,221.7427,7.143,2012-05-18,2012,5,May,Q2,20,Non-Holiday
1,25-05-2012,1555445.0,0,77.22,3.561,221.7449,7.143,2012-05-25,2012,5,May,Q2,21,Non-Holiday
1,1/6/2012,1624478.0,0,77.95,3.501,221.7472,7.143,2012-06-01,2012,6,June,Q2,22,Non-Holiday
1,8/6/2012,1697231.0,0,78.3,3.452,221.7495,7.143,2012-06-08,2012,6,June,Q2,23,Non-Holiday
1,15-06-2012,1630607.0,0,79.35,3.393,221.7626,7.143,2012-06-15,2012,6,June,Q2,24,Non-Holiday
1,22-06-2012,1527846.0,0,78.39,3.346,221.803,7.143,2012-06-22,2012,6,June,Q2,25,Non-Holiday
1,29-06-2012,1540421.0,0,84.88,3.286,221.8434,7.143,2012-06-29,2012,6,June,Q2,26,Non-Holiday
1,6/7/2012,1769854.0,0,81.57,3.227,221.8838,6.908,2012-07-06,2012,7,July,Q3,27,Non-Holiday
1,13-07-2012,1527014.0,0,77.12,3.256,221.9242,6.908,2012-07-13,2012,7,July,Q3,28,Non-Holiday
1,20-07-2012,1497955.0,0,80.42,3.311,221.9327,6.908,2012-07-20,2012,7,July,Q3,29,Non-Holiday
1,27-07-2012,1439124.0,0,82.66,3.407,221.9413,6.908,2012-07-27,2012,7,July,Q3,30,Non-Holiday
1,3/8/2012,1631136.0,0,86.11,3.417,221.9499,6.908,2012-08-03,2012,8,August,Q3,31,Non-Holiday
1,10/8/2012,1592410.0,0,85.05,3.494,221.9584,6.908,2012-08-10,2012,8,August,Q3,32,Non-Holiday
1,17-08-2012,1597868.0,0,84.85,3.571,222.0384,6.908,2012-08-17,2012,8,August,Q3,33,Non-Holiday
1,24-08-2012,1494122.0,0,77.66,3.62,222.1719,6.908,2012-08-24,2012,8,August,Q3,34,Non-Holiday
1,31-08-2012,1582083.0,0,80.49,3.638,222.3055,6.908,2012-08-31,2012,8,August,Q3,35,Non-Holiday
1,7/9/2012,1661767.0,1,83.96,3.73,222.439,6.908,2012-09-07,2012,9,September,Q3,36,Holiday
1,14-09-2012,1517429.0,0,74.97,3.717,222.582,6.908,2012-09-14,2012,9,September,Q3,37,Non-Holiday
1,21-09-2012,1506126.0,0,69.87,3.721,222.7818,6.908,2012-09-21,2012,9,September,Q3,38,Non-Holiday
1,28-09-2012,1437059.0,0,76.08,3.666,222.9817,6.908,2012-09-28,2012,9,September,Q3,39,Non-Holiday
1,5/10/2012,1670786.0,0,68.55,3.617,223.1815,6.573,2012-10-05,2012,10,October,Q4,40,Non-Holiday
1,12/10/2012,1573073.0,0,62.99,3.601,223.3813,6.573,2012-10-12,2012,10,October,Q4,41,Non-Holiday
1,19-10-2012,1508069.0,0,67.97,3.594,223.4257,6.573,2012-10-19,2012,10,October,Q4,42,Non-Holiday
1,26-10-2012,1493660.0,0,69.16,3.506,223.4443,6.573,2012-10-26,2012,10,October,Q4,43,Non-Holiday
2,5/2/2010,2136989.0,0,40.19,2.572,210.7526,8.324,2010-02-05,2010,2,February,Q1,5,Non-Holiday
2,12/2/2010,2137810.0,1,38.49,2.548,210.898,8.324,2010-02-12,2010,2,February,Q1,6,Holiday
2,19-02-2010,2124452.0,0,39.69,2.514,210.9452,8.324,2010-02-19,2010,2,February,Q1,7,Non-Holiday
2,26-02-2010,1865097.0,0,46.1,2.561,210.976,8.324,2010-02-26,2010,2,February,Q1,8,Non-Holiday
2,5/3/2010,1991013.0,0,47.17,2.625,211.0068,8.324,2010-03-05,2010,3,March,Q1,9,Non-Holiday
2,12/3/2010,1990484.0,0,57.56,2.667,211.0376,8.324,2010-03-12,2010,3,March,Q1,10,Non-Holiday
2,19-03-2010,1946071.0,0,54.52,2.72,210.8733,8.324,2010-03-19,2010,3,March,Q1,11,Non-Holiday
2,26-03-2010,1750198.0,0,51.26,2.732,210.6766,8.324,2010-03-26,2010,3,March,Q1,12,Non-Holiday
2,2/4/2010,2066188.0,0,63.27,2.719,210.4799,8.2,2010-04-02,2010,4,April,Q2,13,Non-Holiday
2,9/4/2010,1954689.0,0,65.41,2.77,210.2832,8.2,2010-04-09,2010,4,April,Q2,14,Non-Holiday
2,16-04-2010,1874958.0,0,68.07,2.808,210.1495,8.2,2010-04-16,2010,4,April,Q2,15,Non-Holiday
2,23-04-2010,1821991.0,0,65.11,2.795,210.1001,8.2,2010-04-23,2010,4,April,Q2,16,Non-Holiday
2,30-04-2010,1802450.0,0,66.98,2.78,210.0506,8.2,2010-04-30,2010,4,April,Q2,17,Non-Holiday
2,7/5/2010,2042582.0,0,71.28,2.835,210.0011,8.2,2010-05-07,2010,5,May,Q2,18,Non-Holiday
2,14-05-2010,1880752.0,0,73.31,2.854,209.9985,8.2,2010-05-14,2010,5,May,Q2,19,Non-Holiday
2,21-05-2010,1896937.0,0,74.83,2.826,210.2768,8.2,2010-05-21,2010,5,May,Q2,20,Non-Holiday
2,28-05-2010,1957114.0,0,81.13,2.759,210.5552,8.2,2010-05-28,2010,5,May,Q2,21,Non-Holiday
2,4/6/2010,2102540.0,0,81.81,2.705,210.8336,8.2,2010-06-04,2010,6,June,Q2,22,Non-Holiday
2,11/6/2010,2025539.0,0,83.4,2.668,211.112,8.2,2010-06-11,2010,6,June,Q2,23,Non-Holiday
2,18-06-2010,2001637.0,0,85.81,2.637,211.1097,8.2,2010-06-18,2010,6,June,Q2,24,Non-Holiday
2,25-06-2010,1939927.0,0,86.26,2.653,210.995,8.2,2010-06-25,2010,6,June,Q2,25,Non-Holiday
2,2/7/2010,2003941.0,0,82.74,2.669,210.8804,8.099,2010-07-02,2010,7,July,Q3,26,Non-Holiday
2,9/7/2010,1880903.0,0,82.59,2.642,210.7657,8.099,2010-07-09,2010,7,July,Q3,27,Non-Holiday
2,16-07-2010,1845880.0,0,85.32,2.623,210.7578,8.099,2010-07-16,2010,7,July,Q3,28,Non-Holiday
2,23-07-2010,1781718.0,0,87.66,2.608,210.8921,8.099,2010-07-23,2010,7,July,Q3,29,Non-Holiday
2,30-07-2010,1804246.0,0,83.49,2.64,211.0265,8.099,2010-07-30,2010,7,July,Q3,30,Non-Holiday
2,6/8/2010,1991910.0,0,89.53,2.627,211.1608,8.099,2010-08-06,2010,8,August,Q3,31,Non-Holiday
2,13-08-2010,1895601.0,0,89.05,2.692,211.2951,8.099,2010-08-13,2010,8,August,Q3,32,Non-Holiday
2,20-08-2010,1964335.0,0,88.7,2.664,211.2597,8.099,2010-08-20,2010,8,August,Q3,33,Non-Holiday
2,27-08-2010,1863840.0,0,87.12,2.619,211.2242,8.099,2010-08-27,2010,8,August,Q3,34,Non-Holiday
2,3/9/2010,1904608.0,0,81.83,2.577,211.1887,8.099,2010-09-03,2010,9,September,Q3,35,Non-Holiday
2,10/9/2010,1839129.0,1,79.09,2.565,211.1532,8.099,2010-09-10,2010,9,September,Q3,36,Holiday
2,17-09-2010,1793904.0,0,82.05,2.582,211.1806,8.099,2010-09-17,2010,9,September,Q3,37,Non-Holiday
2,24-09-2010,1724557.0,0,81.79,2.624,211.2553,8.099,2010-09-24,2010,9,September,Q3,38,Non-Holiday
2,1/10/2010,1827440.0,0,69.24,2.603,211.3299,8.163,2010-10-01,2010,10,October,Q4,39,Non-Holiday
2,8/10/2010,1849921.0,0,63.19,2.633,211.4045,8.163,2010-10-08,2010,10,October,Q4,40,Non-Holiday
2,15-10-2010,1794355.0,0,65.8,2.72,211.4713,8.163,2010-10-15,2010,10,October,Q4,41,Non-Holiday
2,22-10-2010,1737948.0,0,68.5,2.725,211.5187,8.163,2010-10-22,2010,10,October,Q4,42,Non-Holiday
2,29-10-2010,1802755.0,0,66.24,2.716,211.5661,8.163,2010-10-29,2010,10,October,Q4,43,Non-Holiday
2,5/11/2010,1939061.0,0,57.85,2.689,211.6135,8.163,2010-11-05,2010,11,November,Q4,44,Non-Holiday
2,12/11/2010,1916813.0,0,59.69,2.728,211.6609,8.163,2010-11-12,2010,11,November,Q4,45,Non-Holiday
2,19-11-2010,1956739.0,0,50.81,2.771,211.547,8.163,2010-11-19,2010,11,November,Q4,46,Non-Holiday
2,26-11-2010,2658725.0,1,62.98,2.735,211.4063,8.163,2010-11-26,2010,11,November,Q4,47,Holiday
2,3/12/2010,2015781.0,0,49.33,2.708,211.2655,8.163,2010-12-03,2010,12,December,Q4,48,Non-Holiday
2,10/12/2010,2378727.0,0,45.5,2.843,211.1248,8.163,2010-12-10,2010,12,December,Q4,49,Non-Holiday
2,17-12-2010,2609167.0,0,47.55,2.869,211.0645,8.163,2010-12-17,2010,12,December,Q4,50,Non-Holiday
2,24-12-2010,3436008.0,0,49.97,2.886,211.0647,8.163,2010-12-24,2010,12,December,Q4,51,Non-Holiday
2,31-12-2010,1750435.0,1,47.3,2.943,211.0648,8.163,2010-12-31,2010,12,December,Q4,52,Holiday
2,7/1/2011,1758051.0,0,44.69,2.976,211.0649,8.028,2011-01-07,2011,1,January,Q1,1,Non-Holiday
2,14-01-2011,1744194.0,0,33.02,2.983,211.1177,8.028,2011-01-14,2011,1,January,Q1,2,Non-Holiday
2,21-01-2011,1751385.0,0,41.4,3.016,211.4865,8.028,2011-01-21,2011,1,January,Q1,3,Non-Holiday
2,28-01-2011,1695372.0,0,42.83,3.01,211.8553,8.028,2011-01-28,2011,1,January,Q1,4,Non-Holiday
2,4/2/2011,1929346.0,0,38.25,2.989,212.2241,8.028,2011-02-04,2011,2,February,Q1,5,Non-Holiday
2,11/2/2011,2168042.0,1,33.19,3.022,212.5929,8.028,2011-02-11,2011,2,February,Q1,6,Holiday
2,18-02-2011,2080885.0,0,57.83,3.045,212.9033,8.028,2011-02-18,2011,2,February,Q1,7,Non-Holiday
2,25-02-2011,1833511.0,0,60.8,3.065,213.1904,8.028,2011-02-25,2011,2,February,Q1,8,Non-Holiday
2,4/3/2011,1981608.0,0,57.77,3.288,213.4775,8.028,2011-03-04,2011,3,March,Q1,9,Non-Holiday
2,11/3/2011,1879107.0,0,52.7,3.459,213.7646,8.028,2011-03-11,2011,3,March,Q1,10,Non-Holiday
2,18-03-2011,1902558.0,0,62.32,3.488,214.0156,8.028,2011-03-18,2011,3,March,Q1,11,Non-Holiday
2,25-03-2011,1766162.0,0,69.42,3.473,214.2522,8.028,2011-03-25,2011,3,March,Q1,12,Non-Holiday
2,1/4/2011,1800171.0,0,55.43,3.524,214.4887,7.931,2011-04-01,2011,4,April,Q2,13,Non-Holiday
2,8/4/2011,1847553.0,0,67.0,3.622,214.7252,7.931,2011-04-08,2011,4,April,Q2,14,Non-Holiday
2,15-04-2011,1856468.0,0,69.48,3.743,214.9421,7.931,2011-04-15,2011,4,April,Q2,15,Non-Holiday
2,22-04-2011,1886340.0,0,69.39,3.807,215.1097,7.931,2011-04-22,2011,4,April,Q2,16,Non-Holiday
2,29-04-2011,1745545.0,0,69.21,3.81,215.2773,7.931,2011-04-29,2011,4,April,Q2,17,Non-Holiday
2,6/5/2011,1837744.0,0,61.48,3.906,215.4449,7.931,2011-05-06,2011,5,May,Q2,18,Non-Holiday
2,13-05-2011,1838513.0,0,74.61,3.899,215.6125,7.931,2011-05-13,2011,5,May,Q2,19,Non-Holiday
2,20-05-2011,1688282.0,0,67.14,3.907,215.3835,7.931,2011-05-20,2011,5,May,Q2,20,Non-Holiday
2,27-05-2011,1797733.0,0,76.42,3.786,215.1545,7.931,2011-05-27,2011,5,May,Q2,21,Non-Holiday
2,3/6/2011,1933756.0,0,83.07,3.699,214.9255,7.931,2011-06-03,2011,6,June,Q2,22,Non-Holiday
2,10/6/2011,1929153.0,0,83.4,3.648,214.6965,7.931,2011-06-10,2011,6,June,Q2,23,Non-Holiday
2,17-06-2011,1953772.0,0,86.53,3.637,214.6514,7.931,2011-06-17,2011,6,June,Q2,24,Non-Holiday
2,24-06-2011,1790926.0,0,85.17,3.594,214.7441,7.931,2011-06-24,2011,6,June,Q2,25,Non-Holiday
2,1/7/2011,1866243.0,0,85.69,3.524,214.8369,7.852,2011-07-01,2011,7,July,Q3,26,Non-Holiday
2,8/7/2011,1853162.0,0,87.7,3.48,214.9296,7.852,2011-07-08,2011,7,July,Q3,27,Non-Holiday
2,15-07-2011,1785187.0,0,89.83,3.575,215.0134,7.852,2011-07-15,2011,7,July,Q3,28,Non-Holiday
2,22-07-2011,1743816.0,0,89.34,3.651,215.0749,7.852,2011-07-22,2011,7,July,Q3,29,Non-Holiday
2,29-07-2011,1680693.0,0,90.07,3.682,215.1364,7.852,2011-07-29,2011,7,July,Q3,30,Non-Holiday
2,5/8/2011,1876704.0,0,93.34,3.684,215.1979,7.852,2011-08-05,2011,8,August,Q3,31,Non-Holiday
2,12/8/2011,1812768.0,0,91.58,3.638,215.2593,7.852,2011-08-12,2011,8,August,Q3,32,Non-Holiday
2,19-08-2011,1844095.0,0,89.86,3.554,215.3229,7.852,2011-08-19,2011,8,August,Q3,33,Non-Holiday
